cdn1;m5;0.5;0;2.0
m5;cdn1;0.5;0;2.0
cdn2;a4;0.5;0;20.0
a4;cdn2;0.5;0;20.0
cdn3;c2;0.5;0;20.0
c2;cdn3;0.5;0;20.0
ext1;i1;15.0;0;20.0
i1;ext1;15.0;0;20.0
man1;c1;0.5;0;20.0
c1;man1;0.5;0;20.0
man2;c2;0.5;0;20.0
c2;man2;0.5;0;20.0
man3;c3;0.5;0;20.0
c3;man3;0.5;0;20.0
man4;c4;0.5;0;20.0
c4;man4;0.5;0;20.0
r1;m1;3.0;0;2.0
m1;r1;3.0;0;2.0
r2;m1;4.0;0;2.0
m1;r2;4.0;0;2.0
r3;m1;3.0;0;2.0
m1;r3;3.0;0;2.0
r4;m1;3.5;0;2.0
m1;r4;3.5;0;2.0
r5;m2;2.0;0;2.0
m2;r5;2.0;0;2.0
r6;m2;2.0;0;2.0
m2;r6;2.0;0;2.0
r7;m2;2.0;0;2.0
m2;r7;2.0;0;2.0
r8;m2;3.0;0;2.0
m2;r8;3.0;0;2.0
r9;m3;4.5;0;2.0
m3;r9;4.5;0;2.0
r10;m3;4.0;0;2.0
m3;r10;4.0;0;2.0
r11;m3;2.0;0;2.0
m3;r11;2.0;0;2.0
r12;m3;2.5;0;2.0
m3;r12;2.5;0;2.0
r13;m4;4.0;0;2.0
m4;r13;4.0;0;2.0
r14;m4;4.0;0;2.0
m4;r14;4.0;0;2.0
r15;m4;3.5;0;2.0
m4;r15;3.5;0;2.0
r16;m4;2.0;0;2.0
m4;r16;2.0;0;2.0
r17;m5;2.0;0;2.0
m5;r17;2.0;0;2.0
r18;m5;3.0;0;2.0
m5;r18;3.0;0;2.0
r19;m5;3.5;0;2.0
m5;r19;3.5;0;2.0
r20;m5;2.0;0;2.0
m5;r20;2.0;0;2.0
m1;m2;4.5;0;2.0
m2;m1;4.5;0;2.0
m2;m3;3.0;0;2.0
m3;m2;3.0;0;2.0
m3;m4;5.5;0;2.0
m4;m3;5.5;0;2.0
m4;m5;2.5;0;2.0
m5;m4;2.5;0;2.0
m5;m1;5.0;0;2.0
m1;m5;5.0;0;2.0
m2;a2;10.0;0;20.0
a2;m2;10.0;0;20.0
m3;a3;15.0;0;20.0
a3;m3;15.0;0;20.0
a1;a2;9.0;0;20.0
a2;a1;9.0;0;20.0
a2;a3;10.0;0;20.0
a3;a2;10.0;0;20.0
a3;a4;12.5;0;20.0
a4;a3;12.5;0;20.0
a4;a1;11.5;0;20.0
a1;a4;11.5;0;20.0
a1;c1;10.0;0;20.0
c1;a1;10.0;0;20.0
a2;c1;7.5;0;20.0
c1;a2;7.5;0;20.0
a3;c2;12.5;0;20.0
c2;a3;12.5;0;20.0
a4;c2;15.0;0;20.0
c2;a4;15.0;0;20.0
c1;c2;6.0;0;20.0
c2;c1;6.0;0;20.0
c1;c3;10.0;0;20.0
c3;c1;10.0;0;20.0
c1;c4;9.0;0;20.0
c4;c1;9.0;0;20.0
c2;c3;11.5;0;20.0
c3;c2;11.5;0;20.0
c2;c4;15.0;0;20.0
c4;c2;15.0;0;20.0
c3;c4;7.5;0;20.0
c4;c3;7.5;0;20.0
c3;i1;12.5;0;20.0
i1;c3;12.5;0;20.0
c4;i1;15.0;0;20.0
i1;c4;15.0;0;20.0
u001;r1;0.0;0;inf
r1;u001;0.0;0;inf
u002;r1;0.0;0;inf
r1;u002;0.0;0;inf
u003;r1;0.0;0;inf
r1;u003;0.0;0;inf
u004;r1;0.0;0;inf
r1;u004;0.0;0;inf
u005;r1;0.0;0;inf
r1;u005;0.0;0;inf
u006;r1;0.0;0;inf
r1;u006;0.0;0;inf
u007;r1;0.0;0;inf
r1;u007;0.0;0;inf
u008;r1;0.0;0;inf
r1;u008;0.0;0;inf
u009;r1;0.0;0;inf
r1;u009;0.0;0;inf
u010;r1;0.0;0;inf
r1;u010;0.0;0;inf
u011;r2;0.0;0;inf
r2;u011;0.0;0;inf
u012;r2;0.0;0;inf
r2;u012;0.0;0;inf
u013;r2;0.0;0;inf
r2;u013;0.0;0;inf
u014;r2;0.0;0;inf
r2;u014;0.0;0;inf
u015;r2;0.0;0;inf
r2;u015;0.0;0;inf
u016;r2;0.0;0;inf
r2;u016;0.0;0;inf
u017;r2;0.0;0;inf
r2;u017;0.0;0;inf
u018;r2;0.0;0;inf
r2;u018;0.0;0;inf
u019;r2;0.0;0;inf
r2;u019;0.0;0;inf
u020;r2;0.0;0;inf
r2;u020;0.0;0;inf
u021;r3;0.0;0;inf
r3;u021;0.0;0;inf
u022;r3;0.0;0;inf
r3;u022;0.0;0;inf
u023;r3;0.0;0;inf
r3;u023;0.0;0;inf
u024;r3;0.0;0;inf
r3;u024;0.0;0;inf
u025;r3;0.0;0;inf
r3;u025;0.0;0;inf
u026;r3;0.0;0;inf
r3;u026;0.0;0;inf
u027;r3;0.0;0;inf
r3;u027;0.0;0;inf
u028;r3;0.0;0;inf
r3;u028;0.0;0;inf
u029;r3;0.0;0;inf
r3;u029;0.0;0;inf
u030;r3;0.0;0;inf
r3;u030;0.0;0;inf
u031;r4;0.0;0;inf
r4;u031;0.0;0;inf
u032;r4;0.0;0;inf
r4;u032;0.0;0;inf
u033;r4;0.0;0;inf
r4;u033;0.0;0;inf
u034;r4;0.0;0;inf
r4;u034;0.0;0;inf
u035;r4;0.0;0;inf
r4;u035;0.0;0;inf
u036;r4;0.0;0;inf
r4;u036;0.0;0;inf
u037;r4;0.0;0;inf
r4;u037;0.0;0;inf
u038;r4;0.0;0;inf
r4;u038;0.0;0;inf
u039;r4;0.0;0;inf
r4;u039;0.0;0;inf
u040;r4;0.0;0;inf
r4;u040;0.0;0;inf
u041;r5;0.0;0;inf
r5;u041;0.0;0;inf
u042;r5;0.0;0;inf
r5;u042;0.0;0;inf
u043;r5;0.0;0;inf
r5;u043;0.0;0;inf
u044;r5;0.0;0;inf
r5;u044;0.0;0;inf
u045;r5;0.0;0;inf
r5;u045;0.0;0;inf
u046;r5;0.0;0;inf
r5;u046;0.0;0;inf
u047;r5;0.0;0;inf
r5;u047;0.0;0;inf
u048;r5;0.0;0;inf
r5;u048;0.0;0;inf
u049;r5;0.0;0;inf
r5;u049;0.0;0;inf
u050;r5;0.0;0;inf
r5;u050;0.0;0;inf
u051;r6;0.0;0;inf
r6;u051;0.0;0;inf
u052;r6;0.0;0;inf
r6;u052;0.0;0;inf
u053;r6;0.0;0;inf
r6;u053;0.0;0;inf
u054;r6;0.0;0;inf
r6;u054;0.0;0;inf
u055;r6;0.0;0;inf
r6;u055;0.0;0;inf
u056;r6;0.0;0;inf
r6;u056;0.0;0;inf
u057;r6;0.0;0;inf
r6;u057;0.0;0;inf
u058;r6;0.0;0;inf
r6;u058;0.0;0;inf
u059;r6;0.0;0;inf
r6;u059;0.0;0;inf
u060;r6;0.0;0;inf
r6;u060;0.0;0;inf
u061;r7;0.0;0;inf
r7;u061;0.0;0;inf
u062;r7;0.0;0;inf
r7;u062;0.0;0;inf
u063;r7;0.0;0;inf
r7;u063;0.0;0;inf
u064;r7;0.0;0;inf
r7;u064;0.0;0;inf
u065;r7;0.0;0;inf
r7;u065;0.0;0;inf
u066;r7;0.0;0;inf
r7;u066;0.0;0;inf
u067;r7;0.0;0;inf
r7;u067;0.0;0;inf
u068;r7;0.0;0;inf
r7;u068;0.0;0;inf
u069;r7;0.0;0;inf
r7;u069;0.0;0;inf
u070;r7;0.0;0;inf
r7;u070;0.0;0;inf
u071;r8;0.0;0;inf
r8;u071;0.0;0;inf
u072;r8;0.0;0;inf
r8;u072;0.0;0;inf
u073;r8;0.0;0;inf
r8;u073;0.0;0;inf
u074;r8;0.0;0;inf
r8;u074;0.0;0;inf
u075;r8;0.0;0;inf
r8;u075;0.0;0;inf
u076;r8;0.0;0;inf
r8;u076;0.0;0;inf
u077;r8;0.0;0;inf
r8;u077;0.0;0;inf
u078;r8;0.0;0;inf
r8;u078;0.0;0;inf
u079;r8;0.0;0;inf
r8;u079;0.0;0;inf
u080;r8;0.0;0;inf
r8;u080;0.0;0;inf
u081;r9;0.0;0;inf
r9;u081;0.0;0;inf
u082;r9;0.0;0;inf
r9;u082;0.0;0;inf
u083;r9;0.0;0;inf
r9;u083;0.0;0;inf
u084;r9;0.0;0;inf
r9;u084;0.0;0;inf
u085;r9;0.0;0;inf
r9;u085;0.0;0;inf
u086;r9;0.0;0;inf
r9;u086;0.0;0;inf
u087;r9;0.0;0;inf
r9;u087;0.0;0;inf
u088;r9;0.0;0;inf
r9;u088;0.0;0;inf
u089;r9;0.0;0;inf
r9;u089;0.0;0;inf
u090;r9;0.0;0;inf
r9;u090;0.0;0;inf
u091;r10;0.0;0;inf
r10;u091;0.0;0;inf
u092;r10;0.0;0;inf
r10;u092;0.0;0;inf
u093;r10;0.0;0;inf
r10;u093;0.0;0;inf
u094;r10;0.0;0;inf
r10;u094;0.0;0;inf
u095;r10;0.0;0;inf
r10;u095;0.0;0;inf
u096;r10;0.0;0;inf
r10;u096;0.0;0;inf
u097;r10;0.0;0;inf
r10;u097;0.0;0;inf
u098;r10;0.0;0;inf
r10;u098;0.0;0;inf
u099;r10;0.0;0;inf
r10;u099;0.0;0;inf
u100;r10;0.0;0;inf
r10;u100;0.0;0;inf
u101;r11;0.0;0;inf
r11;u101;0.0;0;inf
u102;r11;0.0;0;inf
r11;u102;0.0;0;inf
u103;r11;0.0;0;inf
r11;u103;0.0;0;inf
u104;r11;0.0;0;inf
r11;u104;0.0;0;inf
u105;r11;0.0;0;inf
r11;u105;0.0;0;inf
u106;r11;0.0;0;inf
r11;u106;0.0;0;inf
u107;r11;0.0;0;inf
r11;u107;0.0;0;inf
u108;r11;0.0;0;inf
r11;u108;0.0;0;inf
u109;r11;0.0;0;inf
r11;u109;0.0;0;inf
u110;r11;0.0;0;inf
r11;u110;0.0;0;inf
u111;r12;0.0;0;inf
r12;u111;0.0;0;inf
u112;r12;0.0;0;inf
r12;u112;0.0;0;inf
u113;r12;0.0;0;inf
r12;u113;0.0;0;inf
u114;r12;0.0;0;inf
r12;u114;0.0;0;inf
u115;r12;0.0;0;inf
r12;u115;0.0;0;inf
u116;r12;0.0;0;inf
r12;u116;0.0;0;inf
u117;r12;0.0;0;inf
r12;u117;0.0;0;inf
u118;r12;0.0;0;inf
r12;u118;0.0;0;inf
u119;r12;0.0;0;inf
r12;u119;0.0;0;inf
u120;r12;0.0;0;inf
r12;u120;0.0;0;inf
u121;r13;0.0;0;inf
r13;u121;0.0;0;inf
u122;r13;0.0;0;inf
r13;u122;0.0;0;inf
u123;r13;0.0;0;inf
r13;u123;0.0;0;inf
u124;r13;0.0;0;inf
r13;u124;0.0;0;inf
u125;r13;0.0;0;inf
r13;u125;0.0;0;inf
u126;r13;0.0;0;inf
r13;u126;0.0;0;inf
u127;r13;0.0;0;inf
r13;u127;0.0;0;inf
u128;r13;0.0;0;inf
r13;u128;0.0;0;inf
u129;r13;0.0;0;inf
r13;u129;0.0;0;inf
u130;r13;0.0;0;inf
r13;u130;0.0;0;inf
u131;r14;0.0;0;inf
r14;u131;0.0;0;inf
u132;r14;0.0;0;inf
r14;u132;0.0;0;inf
u133;r14;0.0;0;inf
r14;u133;0.0;0;inf
u134;r14;0.0;0;inf
r14;u134;0.0;0;inf
u135;r14;0.0;0;inf
r14;u135;0.0;0;inf
u136;r14;0.0;0;inf
r14;u136;0.0;0;inf
u137;r14;0.0;0;inf
r14;u137;0.0;0;inf
u138;r14;0.0;0;inf
r14;u138;0.0;0;inf
u139;r14;0.0;0;inf
r14;u139;0.0;0;inf
u140;r14;0.0;0;inf
r14;u140;0.0;0;inf
u141;r15;0.0;0;inf
r15;u141;0.0;0;inf
u142;r15;0.0;0;inf
r15;u142;0.0;0;inf
u143;r15;0.0;0;inf
r15;u143;0.0;0;inf
u144;r15;0.0;0;inf
r15;u144;0.0;0;inf
u145;r15;0.0;0;inf
r15;u145;0.0;0;inf
u146;r15;0.0;0;inf
r15;u146;0.0;0;inf
u147;r15;0.0;0;inf
r15;u147;0.0;0;inf
u148;r15;0.0;0;inf
r15;u148;0.0;0;inf
u149;r15;0.0;0;inf
r15;u149;0.0;0;inf
u150;r15;0.0;0;inf
r15;u150;0.0;0;inf
u151;r16;0.0;0;inf
r16;u151;0.0;0;inf
u152;r16;0.0;0;inf
r16;u152;0.0;0;inf
u153;r16;0.0;0;inf
r16;u153;0.0;0;inf
u154;r16;0.0;0;inf
r16;u154;0.0;0;inf
u155;r16;0.0;0;inf
r16;u155;0.0;0;inf
u156;r16;0.0;0;inf
r16;u156;0.0;0;inf
u157;r16;0.0;0;inf
r16;u157;0.0;0;inf
u158;r16;0.0;0;inf
r16;u158;0.0;0;inf
u159;r16;0.0;0;inf
r16;u159;0.0;0;inf
u160;r16;0.0;0;inf
r16;u160;0.0;0;inf
u161;r17;0.0;0;inf
r17;u161;0.0;0;inf
u162;r17;0.0;0;inf
r17;u162;0.0;0;inf
u163;r17;0.0;0;inf
r17;u163;0.0;0;inf
u164;r17;0.0;0;inf
r17;u164;0.0;0;inf
u165;r17;0.0;0;inf
r17;u165;0.0;0;inf
u166;r17;0.0;0;inf
r17;u166;0.0;0;inf
u167;r17;0.0;0;inf
r17;u167;0.0;0;inf
u168;r17;0.0;0;inf
r17;u168;0.0;0;inf
u169;r17;0.0;0;inf
r17;u169;0.0;0;inf
u170;r17;0.0;0;inf
r17;u170;0.0;0;inf
u171;r18;0.0;0;inf
r18;u171;0.0;0;inf
u172;r18;0.0;0;inf
r18;u172;0.0;0;inf
u173;r18;0.0;0;inf
r18;u173;0.0;0;inf
u174;r18;0.0;0;inf
r18;u174;0.0;0;inf
u175;r18;0.0;0;inf
r18;u175;0.0;0;inf
u176;r18;0.0;0;inf
r18;u176;0.0;0;inf
u177;r18;0.0;0;inf
r18;u177;0.0;0;inf
u178;r18;0.0;0;inf
r18;u178;0.0;0;inf
u179;r18;0.0;0;inf
r18;u179;0.0;0;inf
u180;r18;0.0;0;inf
r18;u180;0.0;0;inf
u181;r19;0.0;0;inf
r19;u181;0.0;0;inf
u182;r19;0.0;0;inf
r19;u182;0.0;0;inf
u183;r19;0.0;0;inf
r19;u183;0.0;0;inf
u184;r19;0.0;0;inf
r19;u184;0.0;0;inf
u185;r19;0.0;0;inf
r19;u185;0.0;0;inf
u186;r19;0.0;0;inf
r19;u186;0.0;0;inf
u187;r19;0.0;0;inf
r19;u187;0.0;0;inf
u188;r19;0.0;0;inf
r19;u188;0.0;0;inf
u189;r19;0.0;0;inf
r19;u189;0.0;0;inf
u190;r19;0.0;0;inf
r19;u190;0.0;0;inf
u191;r20;0.0;0;inf
r20;u191;0.0;0;inf
u192;r20;0.0;0;inf
r20;u192;0.0;0;inf
u193;r20;0.0;0;inf
r20;u193;0.0;0;inf
u194;r20;0.0;0;inf
r20;u194;0.0;0;inf
u195;r20;0.0;0;inf
r20;u195;0.0;0;inf
u196;r20;0.0;0;inf
r20;u196;0.0;0;inf
u197;r20;0.0;0;inf
r20;u197;0.0;0;inf
u198;r20;0.0;0;inf
r20;u198;0.0;0;inf
u199;r20;0.0;0;inf
r20;u199;0.0;0;inf
u200;r20;0.0;0;inf
r20;u200;0.0;0;inf
